Building Address,Building Class,City,Rentable Building Area,State,Year Built,Zip,Submarket,Market
1011 S 10th St,C,Kansas City,9399,MO,1971,661051708,Armourdale,Kansas City - MO
1011 Wilmer Rd,C,Wentzville,8940,MO,1952,63385,St Charles County,Saint Louis - MO
1012 E Wabash St,B,"O'Fallon",88969,MO,1978,633662774,St Charles County,Saint Louis - MO
1012 Locust St,C,Kansas City,24000,MO,1977,641062621,Downtown KC,Kansas City - MO
1012 NE Jib Ct,B,Lees Summit,14892,MO,1991,640641859,Raytown/Lakewood,Kansas City - MO
1012 SE Hamblen Rd,C,Lees Summit,6250,MO,1982,640812936,"Lee's Summit",Kansas City - MO
1012-1100 Woodswether Rd,C,Kansas City,18750,MO,2002,641051152,Downtown KC,Kansas City - MO
10121 Hickman Mills Dr,B,Kansas City,12800,MO,1968,641371413,South KC,Kansas City - MO
1013 Ann Ave,C,Saint Louis,15484,MO,1938,63104,St Louis City South,Saint Louis - MO
1013 Monroe Ave,C,Kansas City,2633,MO,1970,64120,East Bottoms KC,Kansas City - MO
1013 SE Browning Ave,B,Lees Summit,32920,MO,1997,640812922,"Lee's Summit",Kansas City - MO
10138 Natural Bridge Rd,C,Saint Louis,8000,MO,,631343301,Airport,Saint Louis - MO
10139 Kaw Dr,C,Edwardsville,5000,MO,1971,661113503,Bonner Springs,Kansas City - MO
1014 Airport Rd,C,Festus,4800,MO,,63028,Jefferson County,Saint Louis - MO
1014 E US 24 Hwy,B,Independence,2760,MO,1930,64050,Independence,Kansas City - MO
10144 Page Ave,C,Olivette,29258,MO,1987,631321436,Innerbelt W of 170,Saint Louis - MO
1015 Cheyenne Ave,C,Kansas City,2060,MO,1973,66105,Armourdale,Kansas City - MO
1015 E 14th Ave,C,North Kansas City,12000,MO,1960,641163704,City of North KC,Kansas City - MO
1015 E 1st St,B,Tonganoxie,25000,MO,1982,660868925,Leavenworth County,Kansas City - MO
1015 E 65th St,C,Kansas City,50000,MO,1950,641311211,Midtown South,Kansas City - MO
1015 Red Hawk Ct,B,Nixa,12000,MO,,65714,West Christian County,Springfield  - MO
1015 S Compton Ave,C,Saint Louis,3396,MO,1960,63104,St Louis City South,Saint Louis - MO
1015 SE Browning Ave,B,Lees Summit,21393,MO,1979,640812922,"Lee's Summit",Kansas City - MO
1016 Mexico City Ave,B,Kansas City,20000,MO,,641531135,Airport/N Platte Co,Kansas City - MO
1016 SE Hamblen Rd,C,Lees Summit,16000,MO,1970,640812936,"Lee's Summit",Kansas City - MO
1017 S Coy St,C,Kansas City,5852,MO,1977,66105,Armourdale,Kansas City - MO
10176 W Farm Road 156,,Republic,,MO,,657382467,Outlying Greene County,Springfield  - MO
1018 Mill St,C,Kansas City,3773,MO,1955,66105,Armourdale,Kansas City - MO
1018 Russell Blvd,C,Saint Louis,7441,MO,1921,63104,St Louis City South,Saint Louis - MO
1018 SE Browning Ave,B,Lees Summit,58753,MO,1963,640812921,"Lee's Summit",Kansas City - MO
1018 SE Hamblen Rd,C,Lees Summit,4635,MO,1986,640812936,"Lee's Summit",Kansas City - MO
10180 Page Ave,C,Saint Louis,25067,MO,1972,63132,Innerbelt W of 170,Saint Louis - MO
1019 Cherry St,C,Kansas City,7243,MO,1930,64106,Downtown KC,Kansas City - MO
1019 Monroe Ave,C,Kansas City,1850,MO,1970,64120,East Bottoms KC,Kansas City - MO
1019 N Skinker Blvd,C,Saint Louis,75243,MO,1910,63112,St Louis City North,Saint Louis - MO
1019 Swift St,C,Kansas City,12428,MO,,64116,City of North KC,Kansas City - MO
102 Commerce Dr,B,Cuba,25260,MO,1986,65453,Crawford County,Saint Louis - MO
102 Coulter Rd,C,East Carondelet,13474,MO,2003,622401346,Illinois,Saint Louis - MO
102 Enterprise Dr,B,Wentzville,30000,MO,1998,633855544,St Charles County,Saint Louis - MO
102 N Iowa,B,Belleville,26625,MO,1940,62220,Illinois,Saint Louis - MO
102 NW 2nd St,C,Concordia,3000,MO,1980,64020,Lafayette County,Kansas City - MO
102 Progress Pky,B,Cuba,69616,MO,1988,65453,Crawford County,Saint Louis - MO
102 Resource Dr,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
102 S 1st St,C,Benld,1360,MO,,62009,Macoupin County,Saint Louis - MO
102 SE 16th St,C,Lees Summit,10000,MO,1972,640813301,"Lee's Summit",Kansas City - MO
102 SW Mo-aa Hwy,C,Grain Valley,1000,MO,1940,64029,Blue Springs,Kansas City - MO
102 W 31st St,C,Independence,13700,MO,1962,64055,Independence,Kansas City - MO
102-108 Mullanphy St,C,Saint Louis,8000,MO,1917,63102,St Louis City North,Saint Louis - MO
102-140 Trade Center Dr,C,Saint Peters,50000,MO,1987,63376,St Charles County,Saint Louis - MO
1020 E 10th St,C,Kansas City,4112,MO,1971,64106,Downtown KC,Kansas City - MO
1020 E HWY M,C,Truesdale,3500,MO,2002,63383,Warren County,Saint Louis - MO
"1020 Hawk's Perch Ave",C,Nixa,12000,MO,,65714,West Christian County,Springfield  - MO
1020 N 2nd St,C,Kansas City,18000,MO,1900,661011903,Central KC KS/Fairfax,Kansas City - MO
1020 Niedringhaus Ave,C,Granite City,153000,MO,1901,620403142,Illinois,Saint Louis - MO
1020 SE Hamblen Rd,C,Lees Summit,4750,MO,1986,640812936,"Lee's Summit",Kansas City - MO
1020 Sunshine Rd,C,Kansas City,16500,MO,1960,661151125,Central KC KS/Fairfax,Kansas City - MO
1020 W 29th St,C,Kansas City,5701,MO,1962,64108,Midtown,Kansas City - MO
1020 W Kathryn St,C,Nixa,10000,MO,,65714,West Christian County,Springfield  - MO
1020-1022 Fox Chase Industrial Dr,C,Arnold,5126,MO,1999,63010,Jefferson County,Saint Louis - MO
10201 N Everton St,C,Kansas City,27312,MO,1972,64153,Airport/N Platte Co,Kansas City - MO
10203-10205 Gravois Rd,C,Saint Louis,17290,MO,1941,63123,South County,Saint Louis - MO
1021 E 19th St,C,Kansas City,9052,MO,1940,64108,Downtown KC,Kansas City - MO
1021 N Willis St,C,Independence,1920,MO,1994,64050,Independence,Kansas City - MO
1021 S 10th St,C,Saint Louis,100000,MO,1920,63104,St Louis City South,Saint Louis - MO
1021 S 10th St,C,Kansas City,2142,MO,1971,66105,Armourdale,Kansas City - MO
1021 S 12th St,C,Kansas City,19478,MO,1954,661051612,Armourdale,Kansas City - MO
1021 S 39th St,C,Saint Louis,20000,MO,1966,63110,St Louis City South,Saint Louis - MO
1021 S Pyle St,C,Kansas City,13714,MO,1959,66105,Armourdale,Kansas City - MO
1021-1029 S Grand Ave,C,Saint Louis,30000,MO,1911,631041012,St Louis City South,Saint Louis - MO
1022 E Broadway,C,Alton,12000,MO,,620026407,Illinois,Saint Louis - MO
1022 S 9th St,B,Saint Louis,25918,MO,1977,63104,St Louis City South,Saint Louis - MO
1022 Wilmer Rd,C,Wentzville,23200,MO,2001,63385,St Charles County,Saint Louis - MO
10220-10230 E 65th St,B,Raytown,25400,MO,1978,641335205,Raytown/Lakewood,Kansas City - MO
10221 NW Transcon Dr,A,Kansas City,432000,MO,2016,641531001,Airport/N Platte Co,Kansas City - MO
10225-10233 Bach Blvd,C,Olivette,7821,MO,1966,63132,Innerbelt W of 170,Saint Louis - MO
10228 Rahning Rd,C,Sunset Hills,10078,MO,1998,63127,South County,Saint Louis - MO
1023 Cool Springs Industrial Dr,B,"O'Fallon",7200,MO,1999,63366,St Charles County,Saint Louis - MO
1023 S Point Prairie Rd,,Wentzville,,MO,,633854001,St Charles County,Saint Louis - MO
10236 Marion Park Dr,B,Kansas City,692436,MO,,641371405,South KC,Kansas City - MO
1024 E 5th St,C,Kansas City,1981,MO,,64106,Downtown KC,Kansas City - MO
1024 Mcalpine Ave,C,Kansas City,2724,MO,1967,66105,Armourdale,Kansas City - MO
1024 NE Jib Ct,B,Lees Summit,15000,MO,1988,640641819,Raytown/Lakewood,Kansas City - MO
1024 S 7th St,C,Kansas City,7300,MO,1968,66105,Armourdale,Kansas City - MO
1024 W 8th St,B,Kansas City,96092,MO,,64101,Downtown KC,Kansas City - MO
10243 Fuesser Rd,B,Mascoutah,14300,MO,1993,622582843,Illinois,Saint Louis - MO
1025 Highway Y,B,Foley,12000,MO,,63347,Lincoln County,Saint Louis - MO
1025 Integram Dr,B,Pacific,160000,MO,2016,630693450,Franklin County,Saint Louis - MO
1025 S 11th St,C,Kansas City,2482,MO,1973,66105,Armourdale,Kansas City - MO
1025 W Couchman Dr,C,Kearney,6350,MO,2006,640607971,Northeast Clay County,Kansas City - MO
10264 Bach Blvd,C,Overland,4400,MO,1967,63132,Innerbelt W of 170,Saint Louis - MO
1027 Argentine Blvd,C,Kansas City,11942,MO,1930,66105,Armourdale,Kansas City - MO
1027C Washington Sq,C,Washington,10000,MO,1976,630906655,Franklin County,Saint Louis - MO
1029 E Terra Ln,C,"O'Fallon",20000,MO,1997,633662750,St Charles County,Saint Louis - MO
1029-1035 McAlpine Ave,C,Kansas City,5400,MO,1965,66105,Armourdale,Kansas City - MO
103 1st Ave,C,Edwardsville,7248,MO,,62025,Illinois,Saint Louis - MO
103 4th St,C,Louisburg,3350,MO,1990,66053,Outer South Kansas City,Kansas City - MO
103 Enterprise Dr,B,Wentzville,20000,MO,1998,633855543,St Charles County,Saint Louis - MO
1030 S Ferree St,B,Kansas City,2776,MO,,661051830,Armourdale,Kansas City - MO
10300 Lake Bluff Dr,A,Saint Louis,40000,MO,2001,631237244,South County,Saint Louis - MO
10301 Lake Bluff Dr,B,Saint Louis,166100,MO,2000,631237245,South County,Saint Louis - MO
10315 Lake Bluff Dr,A,Saint Louis,25000,MO,2001,631237245,South County,Saint Louis - MO
1032 Antelope Rd,,Joplin,,MO,,64804,,Joplin - MO
1032 E State Highway M,C,Truesdale,2858,MO,,633832312,Warren County,Saint Louis - MO
1032 Mcalpine Ave,C,Kansas City,2721,MO,1967,66105,Armourdale,Kansas City - MO
1032 S Vista St,C,Independence,15600,MO,1974,64056,Independence,Kansas City - MO
10328 Lake Bluff Dr,B,Saint Louis,18000,MO,2000,63123,South County,Saint Louis - MO
10331 NW Transcon Dr,A,Kansas City,350000,MO,2012,64153,Airport/N Platte Co,Kansas City - MO
1034 S 8th St,C,Kansas City,18450,MO,1978,66105,Armourdale,Kansas City - MO
1036 W Ironwood St,B,Olathe,21518,MO,1975,660615385,Olathe,Kansas City - MO
1036-1044 Liberty Industrial Dr,B,"O'Fallon",20000,MO,2007,63366,St Charles County,Saint Louis - MO
1038 Argentine Blvd,C,Kansas City,1191,MO,1950,66105,Armourdale,Kansas City - MO
1038 N Wilson Ct,,Republic,,MO,,657382610,Outlying Greene County,Springfield  - MO
1039 Mcalpine Ave,C,Kansas City,1422,MO,1940,66105,Armourdale,Kansas City - MO
104 1st Ave,C,Edwardsville,2329,MO,,62025,Illinois,Saint Louis - MO
104 4th St,C,Paola,2250,MO,1900,66071,Outer South Kansas City,Kansas City - MO
104 Airport Rd,B,Sullivan,26125,MO,,630805205,Franklin County,Saint Louis - MO
104 Arc Dr,C,Saint Louis,10138,MO,1980,63146,Westport,Saint Louis - MO
104 E Veterans Memorial Dr,B,Truesdale,3200,MO,1980,63383,Warren County,Saint Louis - MO
104 James St,C,Smithville,7400,MO,1993,640898478,Northeast Clay County,Kansas City - MO
104 Main St,C,Greenwood,6300,MO,1935,64034,"Lee's Summit",Kansas City - MO
104 Mark Dr,C,Columbia,9800,MO,,622362476,Monroe County,Saint Louis - MO
104 W 10th Ave,B,North Kansas City,30000,MO,1945,641164207,City of North KC,Kansas City - MO
104 W Highway 40,B,Bates City,25672,MO,1970,64011,Lafayette County,Kansas City - MO
104 W Industrial Dr,B,Drexel,3500,MO,1985,64742,Cass County,Kansas City - MO
104 W US 40 Hwy,B,Bates City,24000,MO,2007,64011,Lafayette County,Kansas City - MO
104-106 N Chester St,B,Olathe,7500,MO,1971,660613613,Olathe,Kansas City - MO
104-116 Greystone Ave,B,Kansas City,37996,MO,1983,661031355,Armourdale,Kansas City - MO
1040 E 85th St,C,Kansas City,10000,MO,1973,641312778,South KC,Kansas City - MO
1040 Fox Chase Industrial Dr,C,Arnold,6553,MO,,63010,Jefferson County,Saint Louis - MO
1040 W Kathryn St,B,Nixa,10000,MO,,657147435,West Christian County,Springfield  - MO
10401 E 147th St,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
10407 Liberty Ave,C,Saint Louis,8109,MO,1963,631321216,Innerbelt W of 170,Saint Louis - MO
10410 Hickman Mills Dr,B,Kansas City,33680,MO,1986,641371603,South KC,Kansas City - MO
10415 Lackman Rd,C,Lenexa,10000,MO,1996,662191221,Olathe,Kansas City - MO
10417 Liberty Ave,C,Overland,15633,MO,1969,63132,Innerbelt W of 170,Saint Louis - MO
10417 S Thompson Rd,C,Lake Lotawana,13447,MO,,64086,"Lee's Summit",Kansas City - MO
1042 Central Industrial Dr,C,Saint Louis,45000,MO,1894,63110,St Louis City South,Saint Louis - MO
10420 Baur Blvd,C,Olivette,11700,MO,1967,631321905,Innerbelt W of 170,Saint Louis - MO
10420 Liberty Ave,B,Saint Louis,4000,MO,1998,631321217,Innerbelt W of 170,Saint Louis - MO
10430 Midwest Industrial Blvd,C,Overland,20400,MO,1977,631321226,Innerbelt W of 170,Saint Louis - MO
10434 Baur Blvd,C,Olivette,43000,MO,1975,631321905,Innerbelt W of 170,Saint Louis - MO
1044 Mcalpine Ave,C,Kansas City,6236,MO,1953,66105,Armourdale,Kansas City - MO
1044 Merriam Ln,C,Kansas City,5000,MO,1966,66103,Armourdale,Kansas City - MO
1044 Pershall Rd,C,Florissant,26900,MO,1977,63031,North County,Saint Louis - MO
1045 Swift Ave,C,North Kansas City,3810,MO,,64116,City of North KC,Kansas City - MO
10451 NW Transcon Dr,A,Kansas City,237500,MO,2019,64153,Airport/N Platte Co,Kansas City - MO
10452-10460 Baur Blvd,B,Olivette,14658,MO,1971,631321905,Innerbelt W of 170,Saint Louis - MO
10466 Baur Blvd,C,Olivette,12026,MO,1979,631321905,Innerbelt W of 170,Saint Louis - MO
1048 N Monroe Ave,C,Kansas City,16000,MO,1953,641201723,East Bottoms KC,Kansas City - MO
10480-10482 Baur Blvd,C,Olivette,14790,MO,1971,631321905,Innerbelt W of 170,Saint Louis - MO
1049 Osage Ave,C,Kansas City,6258,MO,2002,66105,Armourdale,Kansas City - MO
105 2nd Ave,C,Edwardsville,2226,MO,,62025,Illinois,Saint Louis - MO
105 Coatney Rd,,Tunas,,MO,,657649191,Dallas County,Springfield  - MO
105 Filedcrest Dr,C,Lake Saint Louis,700,MO,1970,63367,St Charles County,Saint Louis - MO
105 Margaret St,C,Cuba,5925,MO,1950,65453,Crawford County,Saint Louis - MO
105 Midland Dr,C,Cuba,2000,MO,1986,65453,Crawford County,Saint Louis - MO
105 N West Outer Rd,C,Archie,3301,MO,2007,647259770,Cass County,Kansas City - MO
105 Service St,C,Swansea,10000,MO,1995,622263943,Illinois,Saint Louis - MO
105-109 NW Victoria Dr,B,Lees Summit,20000,MO,1998,640864717,"Lee's Summit",Kansas City - MO
1050 Dodge Dr,B,Fenton,5020000,MO,1959,630262505,Fenton,Saint Louis - MO
1050 W Innovation Dr,C,Kearney,4800,MO,,640607968,Northeast Clay County,Kansas City - MO
1050-1054 SE Broadway Dr,C,Lees Summit,8048,MO,,640814600,"Lee's Summit",Kansas City - MO
10501 NW Transcon Dr,A,Kansas City,423928,MO,2014,64153,Airport/N Platte Co,Kansas City - MO
1051 SE Broadway Dr,C,Lees Summit,4500,MO,1994,64081,"Lee's Summit",Kansas City - MO
1051-1063 W Couchman Dr,C,Kearney,14859,MO,,640607971,Northeast Clay County,Kansas City - MO
10536 Liberty Ave,C,Saint Louis,1984,MO,1955,63132,Innerbelt W of 170,Saint Louis - MO
10539 Liberty Ave,C,Overland,12750,MO,1964,631321218,Innerbelt W of 170,Saint Louis - MO
1054 Innovation Dr,C,Kearney,8000,MO,,640607968,Northeast Clay County,Kansas City - MO
10542 N State Hwy 13,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
10545 Baur Blvd,C,Creve Coeur,19764,MO,1968,631321909,Innerbelt W of 170,Saint Louis - MO
1055-1057 Industrial Ct,C,Moscow Mills,7409,MO,,63362,Lincoln County,Saint Louis - MO
10550 Kahlmeyer Dr,C,Maryland Heights,20000,MO,1958,63132,Innerbelt W of 170,Saint Louis - MO
1056 Perkins Dr,C,Steelville,49000,MO,1996,65565,Crawford County,Saint Louis - MO
1058 S Vandeventer Ave,C,Saint Louis,43000,MO,1923,631103806,St Louis City South,Saint Louis - MO
106 1st Ave,C,Edwardsville,2210,MO,,62025,Illinois,Saint Louis - MO
106 Clear Brook Ln,,Tunas,,MO,,657649213,Dallas County,Springfield  - MO
106 Cool Valley Dr,C,Fenton,9176,MO,1998,63026,Jefferson County,Saint Louis - MO
106 E AA Hwy,B,Grain Valley,3600,MO,1974,64029,Blue Springs,Kansas City - MO
106 Enterprise Dr,C,Wentzville,3600,MO,1995,63385,St Charles County,Saint Louis - MO
106 FARMER Rd,,WILLARD,,MO,,65781,Outlying Greene County,Springfield  - MO
106 Midland Dr,B,Cuba,125000,MO,1990,65453,Crawford County,Saint Louis - MO
106 N Locust St,C,Oak Grove,1200,MO,1988,64075,Blue Springs,Kansas City - MO
106 Service St,B,Swansea,7615,MO,1972,62226,Illinois,Saint Louis - MO
1060 Union Ave,C,Kansas City,4085,MO,1940,641011416,Downtown KC,Kansas City - MO
1060 Vondera Ave,C,Union,3850,MO,1999,63084,Franklin County,Saint Louis - MO
1060 W Santa Fe St,C,Olathe,4671,MO,1958,66061,Olathe,Kansas City - MO
10600 Kahlmeyer Dr,C,Creve Coeur,38650,MO,1960,63132,Innerbelt W of 170,Saint Louis - MO
10600 N Pomona Ave,B,Kansas City,27200,MO,1988,641531906,Airport/N Platte Co,Kansas City - MO
10601 Baur Blvd,C,Creve Coeur,21740,MO,1960,631321612,Innerbelt W of 170,Saint Louis - MO
10601 Lackman Rd,C,Lenexa,19283,MO,1976,66215,Olathe,Kansas City - MO
10610 Summit St,B,Lenexa,10000,MO,1986,662152050,Olathe,Kansas City - MO
10610-10618 Summit St,B,Lenexa,24785,MO,1986,662152050,Olathe,Kansas City - MO
10617 Trenton Ave,B,Saint Louis,12000,MO,2002,63132,Innerbelt W of 170,Saint Louis - MO
1062 W Innovation Dr,C,Kearney,7400,MO,,640607968,Northeast Clay County,Kansas City - MO
10625 Gateway Blvd,C,Creve Coeur,11854,MO,1962,631321801,Innerbelt W of 170,Saint Louis - MO
10627 Midwest Industrial Blvd,C,Olivette,4500,MO,1972,631321220,Innerbelt W of 170,Saint Louis - MO
10629-10631 Summit St,B,Lenexa,10800,MO,1981,662152051,Olathe,Kansas City - MO
10630 Midwest Industrial Blvd,C,Olivette,30130,MO,1967,631321221,Innerbelt W of 170,Saint Louis - MO
10639 Midwest Industrial Blvd,C,Olivette,11584,MO,1969,631321220,Innerbelt W of 170,Saint Louis - MO
10664 Gateway Blvd,B,Saint Louis,15100,MO,1967,631321802,Innerbelt W of 170,Saint Louis - MO
10665-10715 Kahlmeyer Dr,C,Creve Coeur,46000,MO,1963,631321619,Innerbelt W of 170,Saint Louis - MO
10667 Midwest Industrial Blvd,C,Olivette,7200,MO,1967,631321220,Innerbelt W of 170,Saint Louis - MO
1067 Kenran Industrial Blvd,C,Saint Louis,7520,MO,1973,631373837,North County,Saint Louis - MO
10678 Trenton Ave,C,Saint Louis,23644,MO,1969,63132,Innerbelt W of 170,Saint Louis - MO
10699-10701 Tesshire,B,Saint Louis,10440,MO,1956,63123,South County,Saint Louis - MO
107 2nd Ave,C,Edwardsville,2331,MO,,62025,Illinois,Saint Louis - MO
107 Didion Dr,C,Saint Peters,21398,MO,1972,633763945,St Charles County,Saint Louis - MO
107 S Elm St,C,Gardner,9056,MO,,66030,Olathe,Kansas City - MO
107 SE 10th St,C,Oak Grove,5200,MO,1975,64075,Blue Springs,Kansas City - MO
107 Service St,C,Swansea,21000,MO,1980,622263943,Illinois,Saint Louis - MO
1070 Industrial Ct,B,Moscow Mills,165000,MO,,633621045,Lincoln County,Saint Louis - MO
1070 W Innovation Dr,C,Kearney,5200,MO,,640607968,Northeast Clay County,Kansas City - MO
1070-1184 Central Industrial Dr,C,Saint Louis,216000,MO,1940,631102304,St Louis City South,Saint Louis - MO
10700 Kahlmeyer Dr,C,Creve Coeur,18825,MO,1959,63132,Innerbelt W of 170,Saint Louis - MO
10701 Tesshire Dr,C,Saint Louis,10440,MO,1956,63123,South County,Saint Louis - MO
10703 Tesshire Dr,C,Saint Louis,4292,MO,1965,631236133,South County,Saint Louis - MO
10705 Cottonwood Dr,B,Lenexa,12250,MO,1985,66215,Olathe,Kansas City - MO
10707 Midwest Industrial Blvd,C,Olivette,17206,MO,1968,631321609,Innerbelt W of 170,Saint Louis - MO
10715 Hickman Mills Rd,C,Kansas City,7025,MO,1970,64137,Grandview,Kansas City - MO
10717-10725 Baur Blvd,C,Saint Louis,90510,MO,1958,631321614,Innerbelt W of 170,Saint Louis - MO
10720 Baur Blvd,C,Creve Coeur,65000,MO,1961,631321615,Innerbelt W of 170,Saint Louis - MO
10725 Midwest Industrial Blvd,C,Olivette,14816,MO,1965,631321609,Innerbelt W of 170,Saint Louis - MO
10727-10729 Trenton Ave,C,Olivette,15364,MO,1969,631321025,Innerbelt W of 170,Saint Louis - MO
10730 Indian Head Industrial Dr,C,Saint Louis,12000,MO,2002,631321102,Innerbelt W of 170,Saint Louis - MO
10730 Indian Head Industrial Dr,F,Creve Coeur,12000,MO,,63132,Innerbelt W of 170,Saint Louis - MO
1074 C Hwy,C,New Haven,43000,MO,1986,63068,Franklin County,Saint Louis - MO
1074 Kenran Industrial Blvd,C,Saint Louis,7000,MO,1993,631373837,North County,Saint Louis - MO
10742 Kahlmeyer Dr,C,Creve Coeur,16000,MO,1958,631321621,Innerbelt W of 170,Saint Louis - MO
10747-10757 NW Ambassador Dr,B,Kansas City,49032,MO,1977,641531216,Airport/N Platte Co,Kansas City - MO
10750 Baur Blvd,C,Creve Coeur,77805,MO,1961,631321625,Innerbelt W of 170,Saint Louis - MO
10751 Midwest Industrial Blvd,C,Olivette,44100,MO,1965,63132,Innerbelt W of 170,Saint Louis - MO
10757-10765 Trenton Ave,C,Olivette,19800,MO,1966,631321025,Innerbelt W of 170,Saint Louis - MO
10770 Midwest Industrial Blvd,C,Olivette,12450,MO,1965,631321610,Innerbelt W of 170,Saint Louis - MO
10771-10777 Baur Blvd,C,Saint Louis,61658,MO,1979,63132,Innerbelt W of 170,Saint Louis - MO
